Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-5.991890781988703,0
164.52374695419385,-6.281527277619885,0
180.45375541231755,-6.599587236416269,0
197.92618661593409,-6.948859496505899,0
217.09038561605675,-7.332406482260016,0
238.11015779522984,-7.753591038686588,0
261.1651689888373,-8.216105897411094,0
286.45248117312485,-8.724006032276712,0
314.18823684618803,-9.281744187892922,0
344.60950649911035,-9.894209892237422,0
377.97631496846196,-10.566772294915491,0
414.57386399033265,-11.30532720616886,0
454.71496995311946,-12.1163487484973,0
498.7427376856724,-13.00694607313067,0
547.0334931349296,-13.984925637921803,0
599.9999999999997,-15.058859591907696,0
