Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.015847436654186,0
164.52374695419385,-6.306339443639025,0
180.45375541231755,-6.625338343353432,0
197.92618661593409,-6.975641109572641,0
217.09038561605675,-7.360319095624288,0
238.11015779522984,-7.782744946133876,0
261.1651689888373,-8.24662214789944,0
286.45248117312485,-8.756017478662745,0
314.18823684618803,-9.31539663791306,0
344.60950649911035,-9.929663371714113,0
377.97631496846196,-10.60420243413028,0
414.57386399033265,-11.344926761410893,0
454.71496995311946,-12.158329271966657,0
498.7427376856724,-13.05153974566074,0
547.0334931349296,-14.032387280395202,0
599.9999999999997,-15.109468872787762,0
