Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-5.991908482392004,1.6241376667384457e-06
164.52374695419385,-6.281463483164449,2.6953703754470062e-06
180.45375541231755,-6.599430719837571,4.286572046699064e-06
197.92618661593409,-6.948593479785456,5.767920731048792e-06
217.09038561605675,-7.332012129057721,7.3409398649043306e-06
238.11015779522984,-7.753048531183,9.041396992804777e-06
261.1651689888373,-8.215396875408159,1.081967010080361e-05
286.45248117312485,-8.723109474944703,1.276013441473959e-05
314.18823684618803,-9.280630617020437,1.4955594859101645e-05
344.60950649911035,-9.89284155072853,1.73668893691418e-05
377.97631496846196,-10.565107278876058,2.005395693679723e-05
414.57386399033265,-11.303322610345353,2.3038152939318018e-05
454.71496995311946,-12.113961185234459,2.6413013805155413e-05
498.7427376856724,-13.004116639343039,3.0150615388275322e-05
547.0334931349296,-13.981590978218833,3.4277111593962855e-05
599.9999999999997,-15.054960282705826,3.8960218821167796e-05
