Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.0256511533957315,0
164.52374695419385,-6.316410670749045,0
180.45375541231755,-6.635702982517919,0
197.92618661593409,-6.9863275704078145,0
217.09038561605675,-7.371358538506875,0
238.11015779522984,-7.794171548543452,0
261.1651689888373,-8.258473396549345,0
286.45248117312485,-8.76833448991657,0
314.18823684618803,-9.328224509225478,0
344.60950649911035,-9.943051567099925,0
377.97631496846196,-10.61820520695651,0
414.57386399033265,-11.359603618125735,0
454.71496995311946,-12.173745480728932,0
498.7427376856724,-13.067766894217435,0
547.0334931349296,-14.049503887975444,0
599.9999999999997,-15.127561061243444,0
