Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.0236266519182085,1.1586446405862439e-05
164.52374695419385,-6.313938735750488,1.2546369067039953e-05
180.45375541231755,-6.632751950104634,1.3551086478582178e-05
197.92618661593409,-6.982863486465044,1.4652163514909794e-05
217.09038561605675,-7.36734070357092,1.5842930649526727e-05
238.11015779522984,-7.789547583621433,1.712063260718083e-05
261.1651689888373,-8.253183654617617,1.847084229994023e-05
286.45248117312485,-8.762314027704772,1.9931341554348162e-05
314.18823684618803,-9.321405937102256,2.1493555972863504e-05
344.60950649911035,-9.935356145673463,2.3166389329576622e-05
377.97631496846196,-10.609549421809263,2.4957360117505306e-05
414.57386399033265,-11.349899101457263,2.688089253045653e-05
454.71496995311946,-12.162895336669077,2.8948490116591315e-05
498.7427376856724,-13.055667469678667,3.1145378379302595e-05
547.0334931349296,-14.036038975787907,3.3436918765198906e-05
599.9999999999997,-15.112564303127352,3.6270183102547356e-05
