Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.015760986805809,0
164.52374695419385,-6.306306083286506,0
180.45375541231755,-6.625363102757437,0
197.92618661593409,-6.975729495385525,0
217.09038561605675,-7.360477135984223,0
238.11015779522984,-7.782979240025295,0
261.1651689888373,-8.246939919183118,0
286.45248117312485,-8.756426635217093,0
314.18823684618803,-9.315905836369875,0
344.60950649911035,-9.930282088317663,0
377.97631496846196,-10.60494104229864,0
414.57386399033265,-11.34579661663311,0
454.71496995311946,-12.159342804729148,0
498.7427376856724,-13.052710563161918,0
547.0334931349296,-14.033730277878943,0
599.9999999999997,-15.111000355404826,0
