Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.038784780133584,8.138978240301608e-07
164.52374695419385,-6.328576538859358,1.6680360673098358e-06
180.45375541231755,-6.646804663459268,2.840788960927049e-06
197.92618661593409,-6.996259090982517,3.9289542904228964e-06
217.09038561605675,-7.380002618109584,5.06000935197529e-06
238.11015779522984,-7.801400814745766,6.249493719991825e-06
261.1651689888373,-8.264144318564988,7.531092459789144e-06
286.45248117312485,-8.772288542417348,8.935595103306533e-06
314.18823684618803,-9.330288119926276,1.051321695131772e-05
344.60950649911035,-9.943035736050671,1.2243474812414424e-05
377.97631496846196,-10.615905154237677,1.4151613994900215e-05
414.57386399033265,-11.354784278119297,1.6235290362789293e-05
454.71496995311946,-12.166145322953657,1.8572418714061644e-05
498.7427376856724,-13.057100872504103,2.1183819715966238e-05
547.0334931349296,-14.035454883078629,2.4139161984149473e-05
599.9999999999997,-15.109781188106846,2.7408317572440674e-05
