Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-5.9874206232557,0
164.52374695419385,-6.277069477685212,0
180.45375541231755,-6.595142991920326,0
197.92618661593409,-6.944430119953763,0
217.09038561605675,-7.327993413240044,0
238.11015779522984,-7.749195856175252,0
261.1651689888373,-8.211730333269228,0
286.45248117312485,-8.719651986052545,0
314.18823684618803,-9.277413743058395,0
344.60950649911035,-9.889905333996609,0
377.97631496846196,-10.5624961297373,0
414.57386399033265,-11.301082183211005,0
454.71496995311946,-12.112137883104637,0
498.7427376856724,-13.00277267260875,0
547.0334931349296,-13.980793329805973,0
599.9999999999997,-15.054772354969344,0
