Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-5.990372770990552,0
164.52374695419385,-6.279990723007483,0
180.45375541231755,-6.5980303427045435,0
197.92618661593409,-6.947280294361967,0
217.09038561605675,-7.3308028116703845,0
238.11015779522984,-7.7519605304945,0
261.1651689888373,-8.214445953066235,0
286.45248117312485,-8.722313801624189,0
314.18823684618803,-9.280016544811652,0
344.60950649911035,-9.892443407919705,0
377.97631496846196,-10.564963208559401,0
414.57386399033265,-11.303471392832897,0
454.71496995311946,-12.114441683842589,0
498.7427376856724,-13.004982794749308,0
547.0334931349296,-13.98290070292085,0
599.9999999999997,-15.056767030386213,0
