Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.039024387341832,1.060174720858767e-06
164.52374695419385,-6.328381454058064,2.310599772909445e-06
180.45375541231755,-6.646131322888,4.014510917993712e-06
197.92618661593409,-6.995057678811811,5.581732195895037e-06
217.09038561605675,-7.378218184680891,7.12170548200903e-06
238.11015779522984,-7.79897710438801,8.772458971867231e-06
261.1651689888373,-8.26102471453262,1.0607745529383639e-05
286.45248117312485,-8.76840286629109,1.2619000952235116e-05
314.18823684618803,-9.325556359478162,1.4816980944528114e-05
344.60950649911035,-9.93737395648124,1.7244181877093138e-05
377.97631496846196,-10.609217198277701,1.9984062195829762e-05
414.57386399033265,-11.346964707032997,2.3041318409759678e-05
454.71496995311946,-12.15709120130142,2.6458595052861074e-05
498.7427376856724,-13.046694747714247,3.0275401345011415e-05
547.0334931349296,-14.023557165984972,3.441732962187825e-05
599.9999999999997,-15.096236683184244,3.903834672556017e-05
