Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-5.99730967025555,0
164.52374695419385,-6.287195011924522,0
180.45375541231755,-6.60552850596617,0
197.92618661593409,-6.955101438621869,0
217.09038561605675,-7.338978924990035,0
238.11015779522984,-7.760526767450547,0
261.1651689888373,-8.223440948055512,0
286.45248117312485,-8.731780013153893,0
314.18823684618803,-9.290000633837728,0
344.60950649911035,-9.902996653599125,0
377.97631496846196,-10.576141965114548,0
414.57386399033265,-11.31533759159176,0
454.71496995311946,-12.127063384919868,0
498.7427376856724,-13.018434793274775,0
547.0334931349296,-13.997265195205937,0
599.9999999999997,-15.072134345952477,0
