Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.031367059029318,0
164.52374695419385,-6.321138962967929,0
180.45375541231755,-6.639347440978359,0
197.92618661593409,-6.988782600651916,0
217.09038561605675,-7.37250825873887,0
238.11015779522984,-7.793888787443277,0
261.1651689888373,-8.25661859345744,0
286.45248117312485,-8.76475448787967,0
314.18823684618803,-9.322751230466777,0
344.60950649911035,-9.935500559460376,0
377.97631496846196,-10.608374048738435,0
414.57386399033265,-11.347270167545524,0
454.71496995311946,-12.158665954842146,0
498.7427376856724,-13.049673760705137,0
547.0334931349296,-14.028103551562616,0
599.9999999999997,-15.10253132474459,0
