Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.0460627881808815,0
164.52374695419385,-6.335840231785119,0
180.45375541231755,-6.654055380534106,0
197.92618661593409,-7.003498509116586,0
217.09038561605675,-7.3872336231347795,0
238.11015779522984,-7.808625308045421,0
261.1651689888373,-8.271368211148921,0
286.45248117312485,-8.779519414805238,0
314.18823684618803,-9.337533984366697,0
344.60950649911035,-9.950304002109975,0
377.97631496846196,-10.623201428966462,0
414.57386399033265,-11.362125169357672,0
454.71496995311946,-12.17355275123502,0
498.7427376856724,-13.064597073821503,0
547.0334931349296,-14.043068719911359,0
599.9999999999997,-15.117544378289542,0
