Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.013494306905329,0
164.52374695419385,-6.304021543108992,0
180.45375541231755,-6.623059083110619,0
197.92618661593409,-6.9734042309620765,0
217.09038561605675,-7.358128702246651,0
238.11015779522984,-7.780605538920902,0
261.1651689888373,-8.244538663585487,0
286.45248117312485,-8.753995331981375,0
314.18823684618803,-9.313441767879304,0
344.60950649911035,-9.92778229238801,0
377.97631496846196,-10.60240229029559,0
414.57386399033265,-11.343215389644945,0
454.71496995311946,-12.156715267623197,0
498.7427376856724,-13.050032536338472,0
547.0334931349296,-14.030997206519888,0
599.9999999999997,-15.10820727599667,0
