Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-5.989086925364294,0
164.52374695419385,-6.278517422195026,0
180.45375541231755,-6.59635143636129,0
197.92618661593409,-6.945375874736573,0
217.09038561605675,-7.328651043443886,0
238.11015779522984,-7.749537464143616,0
261.1651689888373,-8.211725320155583,0
286.45248117312485,-8.71926679027766,0
314.18823684618803,-9.276611553443818,0
344.60950649911035,-9.888645775122276,0
377.97631496846196,-10.560734916833926,0
414.57386399033265,-11.298770743637414,0
454.71496995311946,-12.109222941174655,0
498.7427376856724,-12.999195794218974,0
547.0334931349296,-13.97649042297213,0
599.9999999999997,-15.049673122002075,0
