Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.0136486951054415,0
164.52374695419385,-6.303423934719998,0
180.45375541231755,-6.621636071383131,0
197.92618661593409,-6.971075243958365,0
217.09038561605675,-7.354805303496117,0
238.11015779522984,-7.776190659821706,0
261.1651689888373,-8.238925760891373,0
286.45248117312485,-8.747067463062756,0
314.18823684618803,-9.3050705757342,0
344.60950649911035,-9.917826891595428,0
377.97631496846196,-10.590708044244431,0
414.57386399033265,-11.3296125684282,0
454.71496995311946,-12.141017574951931,0
498.7427376856724,-13.03203549269351,0
547.0334931349296,-14.01047637451201,0
599.9999999999997,-15.084916312537079,0
