Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.0139926867782325,0
164.52374695419385,-6.303580077250818,0
180.45375541231755,-6.621586176282624,0
197.92618661593409,-6.970799361637061,0
217.09038561605675,-7.3542815527459515,0
238.11015779522984,-7.775395040787088,0
261.1651689888373,-8.23783194993118,0
286.45248117312485,-8.745646587749846,0
314.18823684618803,-9.30329096806927,0
344.60950649911035,-9.915653817325772,0
377.97631496846196,-10.58810340597404,0
414.57386399033265,-11.326534579981463,0
454.71496995311946,-12.137420404207631,0
498.7427376856724,-13.02786886983623,0
547.0334931349296,-14.005685162352478,0
599.9999999999997,-15.079440035228785,0
