Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.010739898592078,0
164.52374695419385,-6.301206854586058,0
180.45375541231755,-6.62017827774792,0
197.92618661593409,-6.970450906997947,0
217.09038561605675,-7.355095838068978,0
238.11015779522984,-7.777485433050128,0
261.1651689888373,-8.24132286884645,0
286.45248117312485,-8.750674583301342,0
314.18823684618803,-9.310005903095073,0
344.60950649911035,-9.924220165385126,0
377.97631496846196,-10.598701675737304,0
414.57386399033265,-11.339362878476507,0
454.71496995311946,-12.152696152458418,0
498.7427376856724,-13.04583068574879,0
547.0334931349296,-14.026594927151498,0
599.9999999999997,-15.103585161337143,0
