Temperature_K,FreeEnergy_eVperatom,Error_eVperatom
150.00000000000003,-6.005443091327938,1.8174339675939031e-06
164.52374695419385,-6.29541921720968,2.8130807104257094e-06
180.45375541231755,-6.613851459012205,4.386601403902321e-06
197.92618661593409,-6.963525313936276,5.852049978036533e-06
217.09038561605675,-7.3475064174480025,7.367833603647255e-06
238.11015779522984,-7.769163087560055,9.03916820701541e-06
261.1651689888373,-8.232185260001774,1.087163880546689e-05
286.45248117312485,-8.740628499528102,1.2846462997166634e-05
314.18823684618803,-9.298945386765904,1.5019090395692816e-05
344.60950649911035,-9.912027515065635,1.7438361300389673e-05
377.97631496846196,-10.585243091120793,2.0106946531904786e-05
414.57386399033265,-11.324494596101925,2.3090589640173948e-05
454.71496995311946,-12.136257184561778,2.6385235437330427e-05
498.7427376856724,-13.027637525787043,3.0075813362916853e-05
547.0334931349296,-14.006443027114077,3.418873130287567e-05
599.9999999999997,-15.081248593345128,3.874735484582948e-05
